((16, 1), (7, 2), (31, 5), (9, 10), (37, 100))
((16, 1), (12, 2), (5, 5), (31, 10), (36, 100))
((16, 1), (12, 2), (23, 5), (12, 10), (37, 100))
((16, 1), (17, 2), (15, 5), (15, 10), (37, 100))
((16, 1), (22, 2), (7, 5), (18, 10), (37, 100))
((16, 1), (27, 2), (17, 5), (2, 10), (38, 100))
((16, 1), (32, 2), (9, 5), (5, 10), (38, 100))
((16, 1), (37, 2), (1, 5), (8, 10), (38, 100))
((17, 1), (4, 2), (16, 5), (27, 10), (36, 100))
((17, 1), (4, 2), (34, 5), (8, 10), (37, 100))
((17, 1), (9, 2), (8, 5), (30, 10), (36, 100))
((17, 1), (9, 2), (26, 5), (11, 10), (37, 100))
((17, 1), (14, 2), (18, 5), (14, 10), (37, 100))
((17, 1), (19, 2), (10, 5), (17, 10), (37, 100))
((17, 1), (24, 2), (2, 5), (20, 10), (37, 100))
((17, 1), (24, 2), (20, 5), (1, 10), (38, 100))
((17, 1), (29, 2), (12, 5), (4, 10), (38, 100))
((17, 1), (34, 2), (4, 5), (7, 10), (38, 100))
((18, 1), (1, 2), (1, 5), (45, 10), (35, 100))
((18, 1), (1, 2), (19, 5), (26, 10), (36, 100))
((18, 1), (1, 2), (37, 5), (7, 10), (37, 100))
((18, 1), (6, 2), (11, 5), (29, 10), (36, 100))
((18, 1), (6, 2), (29, 5), (10, 10), (37, 100))
((18, 1), (11, 2), (3, 5), (32, 10), (36, 100))
((18, 1), (11, 2), (21, 5), (13, 10), (37, 100))
((18, 1), (16, 2), (13, 5), (16, 10), (37, 100))
((18, 1), (21, 2), (5, 5), (19, 10), (37, 100))
((18, 1), (26, 2), (15, 5), (3, 10), (38, 100))
((18, 1), (31, 2), (7, 5), (6, 10), (38, 100))
((19, 1), (3, 2), (14, 5), (28, 10), (36, 100))
((19, 1), (3, 2), (32, 5), (9, 10), (37, 100))
((19, 1), (8, 2), (6, 5), (31, 10), (36, 100))
((19, 1), (8, 2), (24, 5), (12, 10), (37, 100))
((19, 1), (13, 2), (16, 5), (15, 10), (37, 100))
((19, 1), (18, 2), (8, 5), (18, 10), (37, 100))
((19, 1), (23, 2), (18, 5), (2, 10), (38, 100))
((19, 1), (28, 2), (10, 5), (5, 10), (38, 100))
((19, 1), (33, 2), (2, 5), (8, 10), (38, 100))
((20, 1), (5, 2), (9, 5), (30, 10), (36, 100))
((20, 1), (5, 2), (27, 5), (11, 10), (37, 100))
((20, 1), (10, 2), (1, 5), (33, 10), (36, 100))
((20, 1), (10, 2), (19, 5), (14, 10), (37, 100))
((20, 1), (15, 2), (11, 5), (17, 10), (37, 100))
((20, 1), (20, 2), (3, 5), (20, 10), (37, 100))
((20, 1), (20, 2), (21, 5), (1, 10), (38, 100))
((20, 1), (25, 2), (13, 5), (4, 10), (38, 100))
((20, 1), (30, 2), (5, 5), (7, 10), (38, 100))
((21, 1), (2, 2), (12, 5), (29, 10), (36, 100))
((21, 1), (2, 2), (30, 5), (10, 10), (37, 100))
((21, 1), (7, 2), (4, 5), (32, 10), (36, 100))
((21, 1), (7, 2), (22, 5), (13, 10), (37, 100))
((21, 1), (12, 2), (14, 5), (16, 10), (37, 100))
((21, 1), (17, 2), (6, 5), (19, 10), (37, 100))
((21, 1), (22, 2), (16, 5), (3, 10), (38, 100))
((21, 1), (27, 2), (8, 5), (6, 10), (38, 100))
((22, 1), (4, 2), (7, 5), (31, 10), (36, 100))
((22, 1), (4, 2), (25, 5), (12, 10), (37, 100))
((22, 1), (9, 2), (17, 5), (15, 10), (37, 100))
((22, 1), (14, 2), (9, 5), (18, 10), (37, 100))
((22, 1), (19, 2), (1, 5), (21, 10), (37, 100))
((22, 1), (19, 2), (19, 5), (2, 10), (38, 100))
((22, 1), (24, 2), (11, 5), (5, 10), (38, 100))
((22, 1), (29, 2), (3, 5), (8, 10), (38, 100))
((23, 1), (1, 2), (10, 5), (30, 10), (36, 100))
((23, 1), (1, 2), (28, 5), (11, 10), (37, 100))
((23, 1), (6, 2), (2, 5), (33, 10), (36, 100))
((23, 1), (6, 2), (20, 5), (14, 10), (37, 100))
((23, 1), (11, 2), (12, 5), (17, 10), (37, 100))
((23, 1), (16, 2), (4, 5), (20, 10), (37, 100))
((23, 1), (16, 2), (22, 5), (1, 10), (38, 100))
((23, 1), (21, 2), (14, 5), (4, 10), (38, 100))
((23, 1), (26, 2), (6, 5), (7, 10), (38, 100))
((24, 1), (3, 2), (5, 5), (32, 10), (36, 100))
((24, 1), (3, 2), (23, 5), (13, 10), (37, 100))
((24, 1), (8, 2), (15, 5), (16, 10), (37, 100))
((24, 1), (13, 2), (7, 5), (19, 10), (37, 100))
((24, 1), (18, 2), (17, 5), (3, 10), (38, 100))
((24, 1), (23, 2), (9, 5), (6, 10), (38, 100))
((24, 1), (28, 2), (1, 5), (9, 10), (38, 100))
((25, 1), (5, 2), (18, 5), (15, 10), (37, 100))
((25, 1), (10, 2), (10, 5), (18, 10), (37, 100))
((25, 1), (15, 2), (2, 5), (21, 10), (37, 100))
((25, 1), (15, 2), (20, 5), (2, 10), (38, 100))
((25, 1), (20, 2), (12, 5), (5, 10), (38, 100))
((25, 1), (25, 2), (4, 5), (8, 10), (38, 100))
((26, 1), (2, 2), (3, 5), (33, 10), (36, 100))
((26, 1), (2, 2), (21, 5), (14, 10), (37, 100))
((26, 1), (7, 2), (13, 5), (17, 10), (37, 100))
((26, 1), (12, 2), (5, 5), (20, 10), (37, 100))
((26, 1), (12, 2), (23, 5), (1, 10), (38, 100))
((26, 1), (17, 2), (15, 5), (4, 10), (38, 100))
((26, 1), (22, 2), (7, 5), (7, 10), (38, 100))
((27, 1), (4, 2), (16, 5), (16, 10), (37, 100))
((27, 1), (9, 2), (8, 5), (19, 10), (37, 100))
((27, 1), (14, 2), (18, 5), (3, 10), (38, 100))
((27, 1), (19, 2), (10, 5), (6, 10), (38, 100))
((27, 1), (24, 2), (2, 5), (9, 10), (38, 100))
((28, 1), (1, 2), (1, 5), (34, 10), (36, 100))
((28, 1), (1, 2), (19, 5), (15, 10), (37, 100))
((28, 1), (6, 2), (11, 5), (18, 10), (37, 100))
((28, 1), (11, 2), (3, 5), (21, 10), (37, 100))
((28, 1), (11, 2), (21, 5), (2, 10), (38, 100))
((28, 1), (16, 2), (13, 5), (5, 10), (38, 100))
((28, 1), (21, 2), (5, 5), (8, 10), (38, 100))
((29, 1), (3, 2), (14, 5), (17, 10), (37, 100))
((29, 1), (8, 2), (6, 5), (20, 10), (37, 100))
((29, 1), (8, 2), (24, 5), (1, 10), (38, 100))
((29, 1), (13, 2), (16, 5), (4, 10), (38, 100))
((29, 1), (18, 2), (8, 5), (7, 10), (38, 100))
((30, 1), (5, 2), (9, 5), (19, 10), (37, 100))
((30, 1), (10, 2), (1, 5), (22, 10), (37, 100))
((30, 1), (10, 2), (19, 5), (3, 10), (38, 100))
((30, 1), (15, 2), (11, 5), (6, 10), (38, 100))
((30, 1), (20, 2), (3, 5), (9, 10), (38, 100))
((31, 1), (2, 2), (12, 5), (18, 10), (37, 100))
((31, 1), (7, 2), (4, 5), (21, 10), (37, 100))
((31, 1), (7, 2), (22, 5), (2, 10), (38, 100))
((31, 1), (12, 2), (14, 5), (5, 10), (38, 100))
((31, 1), (17, 2), (6, 5), (8, 10), (38, 100))
((32, 1), (4, 2), (7, 5), (20, 10), (37, 100))
((32, 1), (4, 2), (25, 5), (1, 10), (38, 100))
((32, 1), (9, 2), (17, 5), (4, 10), (38, 100))
((32, 1), (14, 2), (9, 5), (7, 10), (38, 100))
((32, 1), (19, 2), (1, 5), (10, 10), (38, 100))
((33, 1), (1, 2), (10, 5), (19, 10), (37, 100))
((33, 1), (6, 2), (2, 5), (22, 10), (37, 100))
((33, 1), (6, 2), (20, 5), (3, 10), (38, 100))
((33, 1), (11, 2), (12, 5), (6, 10), (38, 100))
((33, 1), (16, 2), (4, 5), (9, 10), (38, 100))
((34, 1), (3, 2), (5, 5), (21, 10), (37, 100))
((34, 1), (3, 2), (23, 5), (2, 10), (38, 100))
((34, 1), (8, 2), (15, 5), (5, 10), (38, 100))
((34, 1), (13, 2), (7, 5), (8, 10), (38, 100))
((35, 1), (5, 2), (18, 5), (4, 10), (38, 100))
((35, 1), (10, 2), (10, 5), (7, 10), (38, 100))
((35, 1), (15, 2), (2, 5), (10, 10), (38, 100))
((36, 1), (2, 2), (3, 5), (22, 10), (37, 100))
((36, 1), (2, 2), (21, 5), (3, 10), (38, 100))
((36, 1), (7, 2), (13, 5), (6, 10), (38, 100))
((36, 1), (12, 2), (5, 5), (9, 10), (38, 100))
((37, 1), (4, 2), (16, 5), (5, 10), (38, 100))
((37, 1), (9, 2), (8, 5), (8, 10), (38, 100))
((38, 1), (1, 2), (1, 5), (23, 10), (37, 100))
((38, 1), (1, 2), (19, 5), (4, 10), (38, 100))
((38, 1), (6, 2), (11, 5), (7, 10), (38, 100))
((38, 1), (11, 2), (3, 5), (10, 10), (38, 100))
((39, 1), (3, 2), (14, 5), (6, 10), (38, 100))
((39, 1), (8, 2), (6, 5), (9, 10), (38, 100))
((40, 1), (5, 2), (9, 5), (8, 10), (38, 100))
((40, 1), (10, 2), (1, 5), (11, 10), (38, 100))
((41, 1), (2, 2), (12, 5), (7, 10), (38, 100))
((41, 1), (7, 2), (4, 5), (10, 10), (38, 100))
((42, 1), (4, 2), (7, 5), (9, 10), (38, 100))
((43, 1), (1, 2), (10, 5), (8, 10), (38, 100))
((43, 1), (6, 2), (2, 5), (11, 10), (38, 100))
((44, 1), (3, 2), (5, 5), (10, 10), (38, 100))
((46, 1), (2, 2), (3, 5), (11, 10), (38, 100))
((48, 1), (1, 2), (1, 5), (12, 10), (38, 100))
((58, 1), (1, 2), (1, 5), (1, 10), (39, 100))
((1, 1), (2, 2), (8, 5), (73, 10), (16, 200))
((1, 1), (2, 2), (46, 5), (34, 10), (17, 200))
((1, 1), (7, 2), (38, 5), (37, 10), (17, 200))
((1, 1), (12, 2), (30, 5), (40, 10), (17, 200))
((1, 1), (12, 2), (68, 5), (1, 10), (18, 200))
((1, 1), (17, 2), (22, 5), (43, 10), (17, 200))
((1, 1), (17, 2), (60, 5), (4, 10), (18, 200))
((1, 1), (22, 2), (14, 5), (46, 10), (17, 200))
((1, 1), (22, 2), (52, 5), (7, 10), (18, 200))
((1, 1), (27, 2), (6, 5), (49, 10), (17, 200))
((1, 1), (27, 2), (44, 5), (10, 10), (18, 200))
((1, 1), (32, 2), (36, 5), (13, 10), (18, 200))
((1, 1), (37, 2), (28, 5), (16, 10), (18, 200))
((1, 1), (42, 2), (20, 5), (19, 10), (18, 200))
((1, 1), (47, 2), (12, 5), (22, 10), (18, 200))
((1, 1), (52, 2), (4, 5), (25, 10), (18, 200))
((1, 1), (77, 2), (2, 5), (1, 10), (19, 200))
((2, 1), (4, 2), (3, 5), (75, 10), (16, 200))
((2, 1), (4, 2), (41, 5), (36, 10), (17, 200))
